label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62
OPEN_PALM,0.0,0.0,0.0,0.11708907443714396,-0.10844181168595389,-0.018633836244369026,0.17700262320441718,-0.2924100675300923,-0.027514509097117074,0.20422983052477536,-0.42793726967495005,-0.040850340314064676,0.23921274933584474,-0.5442103877590857,-0.05636218673394284,0.09744845792501555,-0.49811114611252677,-0.020630090679711742,0.13199736823766875,-0.7010440451385139,-0.06497300830795515,0.15826680234356438,-0.8217596884756276,-0.09701850589767978,0.18059429822863404,-0.9223138032225844,-0.11910424071074437,0.04656870436033871,-0.4971251521576743,-0.0451033625312246,0.06821869871619064,-0.7259884288851606,-0.08812747631337842,0.08618624303090344,-0.8749133511202106,-0.12177381323071182,0.09695046883105822,-1.0,-0.14440643950375248,-0.004215689590601617,-0.45477845394354793,-0.0753239327053048,-0.005839553782210868,-0.6783764740497558,-0.12328737966396477,0.0027595197624649074,-0.8247640257079738,-0.15481562648561661,0.010306784918021296,-0.954436748660992,-0.17421361594634172,-0.054710795482562434,-0.37675625715961203,-0.10674496363645883,-0.08357546796507882,-0.5375260456039014,-0.15708051919178798,-0.09206889202316831,-0.6605813105752589,-0.18208578893112615,-0.09706121231410479,-0.7796699823829226,-0.19673770188980486
OPEN_PALM,0.0,0.0,0.0,0.11715202890679823,-0.10770301025699708,-0.022985799893829102,0.17739965154101175,-0.28874910973027224,-0.03661655407867705,0.20912049928162876,-0.424729245993761,-0.05424247250201819,0.2474245498297766,-0.5453612229687471,-0.07429154732786437,0.10313233671560149,-0.49885619638830514,-0.02938620287900012,0.13697096181825116,-0.7045295430295185,-0.07875583124020351,0.16340286569475146,-0.8282585688398229,-0.11448960951162816,0.1868270756629873,-0.9320255223100736,-0.13851553989773227,0.05322253927832703,-0.4980167343463387,-0.05344671036755855,0.07410656677482094,-0.7272623244713023,-0.09980162218418509,0.0927374979288426,-0.8758767731478706,-0.1346342514753659,0.10528381768648339,-1.0,-0.15775340089718756,0.002605369691252743,-0.45517218205034593,-0.08349839697081804,-0.000781943907103974,-0.6791775673623132,-0.13336137262813427,0.006877251658389101,-0.8247161076408503,-0.16407116255777848,0.014301934688056954,-0.9535910892501835,-0.18260287492916238,-0.047769668729852256,-0.3766434797946865,-0.11519583382145594,-0.07785528598723017,-0.5394774204993422,-0.16638663328114875,-0.0873971409248795,-0.6627254635204852,-0.19021408826109915,-0.09297937682229056,-0.7816039446542343,-0.20358522564084336
OPEN_PALM,0.0,0.0,0.0,0.11778499129029885,-0.11522338242757213,-0.017789584654878454,0.1761994766394942,-0.2988343790750215,-0.028657843425285108,0.20551690575970263,-0.43179777924592594,-0.045131517452697625,0.23921165967454822,-0.5521130410479665,-0.06461512332673001,0.10032239830792994,-0.5031834290433692,-0.024072443782210847,0.13251441802698463,-0.7096509314496172,-0.07317561576070289,0.16006313874176017,-0.8342521145225886,-0.1099668398171059,0.18431379934566125,-0.9386381025632913,-0.1352856786608915,0.0507067576583723,-0.5003437927590831,-0.05162719424180233,0.06965169481970529,-0.726458231477415,-0.09878409579794732,0.08665355377653496,-0.8759708422759377,-0.13653925036657918,0.09794188895426083,-1.0,-0.162295897022403,0.0006971778659838522,-0.4560387972802932,-0.08486871913884153,-0.002812617000904744,-0.6796131220304841,-0.13538921072908958,0.004114966548570301,-0.8271351951025792,-0.1693091588199236,0.010929450792887901,-0.9555176716408765,-0.19069301319100834,-0.04842001224907661,-0.37641668556258745,-0.11935961908939825,-0.07962251349143631,-0.538893279103924,-0.1719633890829774,-0.08917759679545273,-0.6617381083136779,-0.19804193182956792,-0.094838186885553,-0.7780986108422157,-0.21348008742699165
OPEN_PALM,0.0,0.0,0.0,0.12103270808206215,-0.11334993588436848,-0.015400745541023901,0.17640154115738013,-0.2984377104791747,-0.02501523078059964,0.20627805768625215,-0.43206582043555225,-0.04067688128507335,0.2434311570929624,-0.5508370311214807,-0.0593667190975339,0.10253181416778051,-0.5077921677432685,-0.02084865159672221,0.13439183470638413,-0.7124630320023988,-0.0694713030055829,0.1633579582243773,-0.8355124539068746,-0.10615862595703081,0.19025780555513355,-0.9397087963759514,-0.13173568304373987,0.05323179677048199,-0.5058333944451087,-0.04920855092960369,0.0715851139487724,-0.7298315621517354,-0.09535041545163651,0.09074687304125825,-0.8766080829756759,-0.1319548526661892,0.10529378041278183,-1.0,-0.15722193047168276,0.0038372979608115127,-0.46029093108151287,-0.0833062434734607,-0.002244741077272824,-0.6810295910029873,-0.13298208567153444,0.005051727311502643,-0.8267238656060455,-0.16576418322046352,0.013354180482007625,-0.956632325129517,-0.1867186034591492,-0.0437363138854214,-0.3781630643188776,-0.11863842437245842,-0.07864558068997776,-0.5391344584057443,-0.17078724309487894,-0.08898907462774854,-0.6608721431801202,-0.1965563038744384,-0.09430446160710965,-0.7787637480675347,-0.2120770082495183
OPEN_PALM,0.0,0.0,0.0,0.11732185122930999,-0.10948662415601548,-0.022080284277340156,0.1795603132634223,-0.29777322318557176,-0.03308769837828075,0.2139261073723196,-0.43552428167812784,-0.04836746718855606,0.2482413248724736,-0.5558950931889189,-0.06574332032743649,0.10593260585962382,-0.5023376002795066,-0.02671777997453517,0.13862674189633759,-0.707848771489116,-0.0753610314668233,0.16681146749749873,-0.8305122206742408,-0.1109778632812905,0.19323906055770018,-0.933194621926194,-0.13507783229805997,0.05585397440601061,-0.5029001133219495,-0.05055472533753512,0.07540335098355826,-0.7286023771208415,-0.09617221224552706,0.09418467118073015,-0.8763066593310354,-0.13088160486799807,0.10787838915119605,-1.0,-0.1540576909728537,0.0051699409457400996,-0.46066854386807676,-0.08044511229714556,0.00047016015487771434,-0.6851089212788235,-0.12901178764275828,0.007846252774000547,-0.8307966635218131,-0.1596179568965702,0.01621233193266473,-0.961330692829744,-0.17863387669339792,-0.04477344865609353,-0.38197194758280734,-0.11217874163513922,-0.07871510732406951,-0.5423304467239659,-0.16276790602155947,-0.09021643045873086,-0.6643035251997448,-0.18710088147480936,-0.09641621231170203,-0.7828844305271104,-0.2011446401543876
OPEN_PALM,0.0,0.0,0.0,0.11153250791895598,-0.11233649602174217,-0.02251487890440574,0.16891945909651448,-0.29674019277814545,-0.03291033602720233,0.19653371013005902,-0.4309160024001986,-0.04759410523203446,0.2231563255561521,-0.5572465172331507,-0.06422523267475798,0.08352727430334356,-0.5072583683898627,-0.019034989052787048,0.12001093705391608,-0.7094511692621722,-0.06423349127675189,0.14841147739023552,-0.8321797771700966,-0.09886071583238881,0.17277689244670524,-0.9348423202845243,-0.12221018457173245,0.03462096461074657,-0.5062593918028611,-0.04247721622251663,0.05474007552359537,-0.7291330393656509,-0.083479006767878,0.07170357084351978,-0.8775193764149612,-0.11654293578885178,0.08238167924806648,-1.0,-0.13907541886915092,-0.01576259151461202,-0.4628440342524072,-0.07265410391266937,-0.01864020521758613,-0.6857027987333693,-0.11752220234856808,-0.009665556033445502,-0.8310201035239014,-0.14611686382734104,-0.0010770122052332738,-0.9573263327875198,-0.1637756404158913,-0.06555831618845884,-0.3821607358758799,-0.10502039475805557,-0.1018008830695592,-0.5447356779751608,-0.15307434004684115,-0.11498337167570528,-0.6676539446150245,-0.17480497195333278,-0.12380838555065944,-0.7829954153068676,-0.18678743666609884
OPEN_PALM,0.0,0.0,0.0,0.10881665052647636,-0.10957377127010735,-0.01995904849259853,0.15655462084291608,-0.29428388862782906,-0.029691980447936722,0.18203450333144647,-0.43348502958745533,-0.043501014193496376,0.21313635039455867,-0.5507481988584294,-0.05995779828933329,0.07476695049262679,-0.4968271592702494,-0.02247437908588061,0.1050333505227153,-0.700341094964466,-0.0671333740789577,0.13303509914210176,-0.8214499648508272,-0.09997742393273944,0.15937316532310872,-0.9209879048483823,-0.1218010237138465,0.02561960777459537,-0.49588494008314304,-0.04555242804061277,0.03990944799848035,-0.7290520871326884,-0.08631900177577466,0.05756872092718695,-0.8763068132904088,-0.11763120049938668,0.07083911745102216,-1.0,-0.1385805782285683,-0.023764666960774204,-0.4523328188204251,-0.07454906827349225,-0.03389424939300882,-0.680346456609314,-0.11921371456594189,-0.03020745499005321,-0.825204718828403,-0.14711024353442423,-0.024542020326473388,-0.9522241185575563,-0.16407815174122145,-0.07403281681218712,-0.3733554797077067,-0.10517573042220774,-0.11913178212891555,-0.5371018962424065,-0.15197807969004973,-0.13748081719560534,-0.6588555056745744,-0.17337800886585636,-0.14951176529477303,-0.7756780645273407,-0.1853756783081817
OPEN_PALM,0.0,0.0,0.0,0.10791610639641094,-0.11224382217850007,-0.026574617323100725,0.15631947249496136,-0.2969909023946259,-0.038588968774039875,0.18156526142312637,-0.4354893610112857,-0.05361026335975379,0.209808708906757,-0.5554975939400226,-0.07071334862141197,0.07040448868916008,-0.49735216123592335,-0.02405788005586634,0.10799797752418423,-0.6986427868573334,-0.06861247522480249,0.13502441368146226,-0.8208520284443405,-0.10332059818029642,0.1564586135722111,-0.9250195427477594,-0.1267362200480348,0.01660848454799493,-0.4967174109959,-0.04557571586033159,0.03692905782118519,-0.7267989848179356,-0.08463144656786596,0.05242939374678884,-0.8737663243633487,-0.11608641229329521,0.060924071052784516,-1.0,-0.13787898511788746,-0.03812236436845015,-0.4539492087260081,-0.07387442573270975,-0.03652074798139613,-0.6783754995371343,-0.11729975087288791,-0.02966971822537458,-0.8228063281202573,-0.14424482635194233,-0.024010999017496665,-0.9494942789561471,-0.16075875323335603,-0.09559609526512476,-0.373802553831387,-0.1046746776607275,-0.13404330474699655,-0.5368152400215953,-0.14983360152152486,-0.14942038578133565,-0.6593504223210574,-0.16861524410235978,-0.15950985688040425,-0.7750019558932745,-0.1789079612721247
OPEN_PALM,0.0,0.0,0.0,0.1056709797863675,-0.11409823016033036,-0.02277006047587668,0.15412634783858442,-0.2988943979903409,-0.03275945675110444,0.18087559157570407,-0.43898132307727117,-0.04607522118788356,0.20733670223091188,-0.5552487526708014,-0.06145968184766386,0.07143482122878779,-0.4940574281049415,-0.026947124022807762,0.10567107859743811,-0.6951027800642934,-0.07209358722628145,0.13354647210635115,-0.8159562784727188,-0.1057516639666149,0.15878153499737435,-0.919846336927866,-0.12832907959962306,0.015102284032718915,-0.4964993460930374,-0.049441526005115935,0.03263704959629008,-0.7285373832170483,-0.09111299530152726,0.04741691310559391,-0.8747576596736261,-0.1221775099388311,0.05695801127305861,-1.0,-0.14314232889941078,-0.04106696786915952,-0.455293943913947,-0.07782333860231207,-0.041432470019362524,-0.6799433832327593,-0.12266137540024644,-0.03440053077354691,-0.8227835799912918,-0.14991529668052964,-0.028561142338977604,-0.9486688839541543,-0.16661018049526144,-0.09912608030761072,-0.3756664497928352,-0.1082868101998356,-0.1380252815040942,-0.5383500833743111,-0.15421060156875777,-0.15473966815388857,-0.6597553922065831,-0.17410491374168385,-0.16600828026890643,-0.7776603188623368,-0.18538663067494196
OPEN_PALM,0.0,0.0,0.0,0.11452568328994989,-0.10380402050662692,-0.035344141542395666,0.17705426397374088,-0.29481065149320085,-0.04580838939963905,0.20931376009241887,-0.44702359717710166,-0.0571535081196648,0.23755774777854374,-0.5684839097844429,-0.06995641830615543,0.0913196416908453,-0.5054022150769802,-0.02685238103657839,0.1410826585892728,-0.6977093509055428,-0.07098727762583687,0.1718250614434464,-0.822349996075979,-0.10758566072457415,0.19631105000907811,-0.9318131320298374,-0.13331815317259962,0.028791353299122496,-0.5133459340443922,-0.04181072600678969,0.05169628535266475,-0.7334403999179049,-0.07920376598703464,0.06686444122306108,-0.8755809122172384,-0.1106780864481663,0.07628082506061529,-1.0,-0.1334930534388923,-0.03176888388225053,-0.4759143297794028,-0.06429706537161857,-0.033705172687858914,-0.6837483125613539,-0.10424568797691228,-0.02811464844595858,-0.8247193155805849,-0.1305326950147694,-0.023717796295129833,-0.9504693065804249,-0.14814520419943872,-0.09413100423321731,-0.4005703982279696,-0.0908424281506497,-0.1290213725421708,-0.5582594358090812,-0.13249214796678047,-0.14305105080703545,-0.6770271538844179,-0.15114471758186054,-0.15226263533549014,-0.7922391389504366,-0.16237882925487068
